LotFrontage,LotArea,MasVnrArea,HeatingQC,LowQualFinSF,GrLivArea,BedroomAbvGr,TotRmsAbvGrd,GarageCars,SalePrice,MSSubClass__30,MSSubClass__50,MSSubClass__60,MSSubClass__70,MSSubClass__80,MSSubClass__90,MSSubClass__120,MSSubClass__160,MSSubClass__Other,MSZoning__Other,MSZoning__RL,MSZoning__RM,LotShape__Other,LotShape__Reg,LandContour__NotLvl,LotConfig__CulDSac,LotConfig__Inside,LotConfig__Other,Neighborhood__Blueste,Neighborhood__BrDale,Neighborhood__BrkSide,Neighborhood__ClearCr,Neighborhood__CollgCr,Neighborhood__Crawfor,Neighborhood__Edwards,Neighborhood__Gilbert,Neighborhood__IDOTRR,Neighborhood__MeadowV,Neighborhood__Mitchel,Neighborhood__NAmes,Neighborhood__NPkVill,Neighborhood__NWAmes,Neighborhood__NoRidge,Neighborhood__NridgHt,Neighborhood__OldTown,Neighborhood__SWISU,Neighborhood__Sawyer,Neighborhood__SawyerW,Neighborhood__Somerst,Neighborhood__StoneBr,Neighborhood__Timber,Neighborhood__Veenker,Condition1__Feedr,Condition1__Norm,Condition1__Other,OverallQualCond,Age,Rem_Age,RoofStyle__Hip,RoofStyle__Other,RoofMatl__NotShingle,Exterior1st__CemntBd,Exterior1st__HdBoard,Exterior1st__MetalSd,Exterior1st__Other,Exterior1st__VinylSd,Exterior1st__Wood,Exterior2nd__BrkFace,Exterior2nd__CmentBd,Exterior2nd__HdBoard,Exterior2nd__MetalSd,Exterior2nd__Other,Exterior2nd__VinylSd,Exterior2nd__Wd Shng,Exterior2nd__Wood,MasVnrType__None,MasVnrType__Stone,ExterQualCond,Foundation__CBlock,Foundation__PConc,Foundation__Slab,Foundation__Stone,Foundation__Wood,Bsmt_Score,Heating__NotGasA,CentralAir_Bin,Electrical__SBrkr,TotalSF,TotalBath,KitchenScore,Functional__nonFunc,Fireplace_Score,GarageType__Detchd,GarageType__Other,Gar_Age,GarageFinish__RFn,GarageFinish__Unf,GarageScore,PavedDrive__P,PavedDrive__Y,Porch_Deck_SF,PoolScore,Shed,MoSold__2,MoSold__3,MoSold__4,MoSold__5,MoSold__6,MoSold__7,MoSold__8,MoSold__9,MoSold__10,MoSold__11,MoSold__12,YrSold__2007,YrSold__2008,YrSold__2009,YrSold__2010,SaleType__CWD,SaleType__Con,SaleType__ConLD,SaleType__ConLI,SaleType__ConLw,SaleType__New,SaleType__Oth,SaleType__WD,SaleCondition__AdjLand,SaleCondition__Alloca,SaleCondition__Family,SaleCondition__Normal,SaleCondition__Partial
32.0,4500,320.0,5,0,1204,2,5,2,162000,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30,11,11,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,9,0,1,0,0,0,12990.0,0,1,1,2408,3.0,3,0,,0,0,11.0,0,0,3708.0,0,1,247,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
86.0,11210,240.0,5,0,1614,3,7,3,221500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,35,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,12,0,1,0,0,0,240.0,0,1,1,3228,2.0,4,0,,0,0,1.0,1,0,7785.0,0,1,203,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
100.0,13350,0.0,3,0,894,3,5,2,142500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,25,32,32,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,9,1,0,0,0,0,6858.0,0,1,1,1758,2.0,3,0,2.0,0,0,32.0,0,1,3960.0,0,1,241,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
60.0,8400,320.0,3,0,2020,4,10,2,144000,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,25,30,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,9,0,0,1,0,0,,0,1,1,2020,2.0,6,0,6.0,1,0,30.0,0,1,5670.0,0,1,0,,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
78.0,10530,90.0,3,0,1004,2,4,2,135000,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30,29,29,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,9,1,0,0,0,0,11700.0,0,1,1,1979,2.0,3,0,,0,0,29.0,0,1,4536.0,0,1,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
63.0,7875,38.0,4,0,1253,3,6,2,176000,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,35,12,11,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,1,0,0,0,0.0,0,1,1,2490,2.0,3,0,3.0,0,0,12.0,0,0,3618.0,0,1,241,,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
65.0,7153,0.0,5,0,1603,3,7,2,175900,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,30,14,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,16,0,1,0,0,0,4644.0,0,1,1,2364,2.5,4,0,,0,0,14.0,1,0,4356.0,0,1,124,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
67.0,16285,0.0,5,0,1430,3,6,2,187100,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,35,8,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,12,0,1,0,0,0,0.0,0,1,1,2843,2.0,4,0,,0,0,8.0,1,0,5445.0,0,1,33,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
,9101,104.0,5,0,1110,1,4,2,165500,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30,31,31,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,12,0,1,0,0,0,13164.0,0,1,1,2207,2.0,4,0,3.0,0,0,31.0,0,0,5418.0,0,1,333,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
35.0,6300,0.0,5,0,1484,3,9,0,128000,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,36,94,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,9,1,0,0,0,0,0.0,0,1,1,2226,2.0,3,0,4.0,0,0,,0,0,,0,1,425,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
,9790,0.0,3,0,1342,3,7,2,161500,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,30,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,9,1,0,0,0,0,7929.0,0,1,1,2714,2.0,3,0,4.0,0,0,42.0,0,1,4113.0,0,1,197,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
60.0,10800,0.0,3,0,1652,4,7,1,139000,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30,95,60,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,12,0,1,0,0,0,4116.0,0,1,1,2338,3.0,3,0,,1,0,49.0,0,1,3744.0,0,1,196,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
76.0,10142,0.0,5,0,2084,4,8,2,233000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,35,6,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,12,0,1,0,0,0,7872.000000000001,0,1,1,3040,3.5,4,0,,0,0,6.0,1,0,5562.0,0,1,45,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
50.0,6000,0.0,5,0,901,2,4,1,107900,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,28,54,8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,9,1,0,0,0,0,0.0,0,1,1,1802,1.0,3,0,,1,0,54.0,0,1,1686.0,0,1,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
,12205,157.0,4,0,2087,5,9,2,187500,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,48,41,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,1,0,0,0,0,3408.0000000000005,0,1,1,2919,2.5,4,0,,0,0,41.0,0,0,3996.0,0,1,301,,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
43.0,3182,11.0,5,0,1145,2,5,2,160200,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,35,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,12,0,1,0,0,0,192.0,0,1,1,2290,2.0,4,0,4.0,0,0,4.0,0,0,3573.0,0,1,116,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
,11333,0.0,3,0,1062,3,5,2,146800,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30,31,31,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,9,0,1,0,0,0,6468.000000000001,0,1,1,2091,2.0,3,0,6.0,0,0,31.0,1,0,4851.0,0,1,120,,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
92.0,9920,0.0,5,0,2013,3,8,2,269790,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,35,11,10,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,12,0,1,0,0,0,10344.000000000002,0,1,1,3130,3.5,3,0,3.0,0,0,10.0,0,1,4095.0,0,1,310,,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
76.0,9158,140.0,5,0,1496,3,7,2,225000,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,40,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,12,0,1,0,0,0,0.0,0,1,1,2992,2.0,4,0,,0,0,0.0,0,0,4266.0,0,1,298,,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
,10832,0.0,5,0,1895,3,7,2,194500,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,35,14,12,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,12,0,1,0,0,0,0.0,0,1,1,2607,2.5,4,0,3.0,0,0,14.0,0,0,3681.0,0,1,189,,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
70.0,8400,130.0,3,0,1564,3,7,2,171000,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,36,30,29,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,1,0,0,0,0,0.0,0,1,1,2214,2.5,3,0,3.0,0,0,30.0,0,1,4284.0,0,1,254,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
71.0,8197,148.0,5,0,1285,3,7,2,143500,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,30,30,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,9,1,0,0,0,0,0.0,0,1,1,1945,1.5,3,0,3.0,0,0,30.0,1,0,4752.0,0,1,138,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
57.0,7677,0.0,4,0,773,2,4,1,110000,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,55,55,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,9,1,0,0,0,0,5130.0,0,1,1,1546,1.0,3,0,,0,0,55.0,0,1,2160.0,0,1,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
104.0,13518,860.0,5,0,3140,4,11,3,485000,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,45,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,15,0,1,0,0,0,0.0,0,1,1,5066,3.5,5,0,8.0,0,0,0.0,0,0,7380.0,0,1,222,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
60.0,7200,252.0,5,0,1768,3,7,1,175000,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,35,70,57,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,6828.000000000001,0,1,1,2499,2.5,4,0,6.0,1,0,68.0,0,1,2160.0,0,1,264,,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
79.0,12798,0.0,4,0,1688,4,8,2,200000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,30,11,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,9,0,1,0,0,0,5544.0,0,1,1,2304,3.5,4,0,,0,0,11.0,1,0,5427.0,0,1,702,,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
40.0,4800,0.0,5,0,1196,2,5,2,109900,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28,91,17,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,9,1,0,0,0,0,1773.0,0,1,0,2392,2.0,3,0,,1,0,50.0,0,1,3960.0,0,1,0,,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
63.0,8199,0.0,5,0,1456,3,7,2,189000,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,35,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,12,0,1,0,0,0,7775.999999999999,0,1,1,2184,3.5,4,0,4.0,0,0,3.0,0,0,3690.0,0,1,54,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
107.0,13891,424.0,5,0,2822,4,12,3,582933,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,45,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,15,0,1,0,0,0,0.0,0,1,1,4556,3.5,5,0,4.0,0,0,0.0,1,0,9180.0,0,1,414,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
75.0,9000,0.0,3,0,1128,2,5,1,118000,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,52,52,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,9,1,0,0,0,0,7308.000000000001,0,1,1,2064,1.0,3,1,,0,0,52.0,0,1,2574.0,0,1,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
91.0,12274,256.0,5,0,1428,3,6,2,227680,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,12,0,1,0,0,0,0.0,0,1,1,2845,2.0,5,0,,0,0,0.0,1,0,4986.0,0,1,60,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
75.0,9750,0.0,4,0,980,3,6,1,135500,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,39,39,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,9,0,1,0,0,0,7919.999999999999,0,1,1,1960,2.0,3,0,,0,0,39.0,0,0,3456.0,0,1,68,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
144.0,21384,0.0,5,0,1576,3,6,2,223500,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30,86,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,9,1,0,0,0,0,11781.0,0,1,1,2900,3.5,4,0,3.0,0,0,86.0,1,0,4752.0,0,1,312,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
85.0,13400,1047.0,3,0,1086,3,6,2,159950,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,40,40,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,9,1,0,0,0,0,5796.0,0,1,1,2110,2.0,3,0,4.0,0,0,40.0,1,0,4356.0,0,1,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
90.0,8100,0.0,3,0,2138,2,11,2,106000,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,25,111,44,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,9,0,1,0,0,0,0.0,0,0,0,2987,2.0,9,0,,1,0,99.0,0,1,720.0,0,0,196,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
78.0,10140,99.0,2,0,1309,3,5,2,181000,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,36,32,7,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,1,0,0,0,0,9360.0,0,1,1,2349,2.5,4,0,2.0,0,0,32.0,1,0,4356.0,0,1,265,1296.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
,4438,169.0,5,0,848,1,4,2,144500,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,12,0,1,0,0,0,7944.000000000001,0,1,1,1696,2.0,4,0,4.0,0,0,4.0,0,0,3780.0,0,1,140,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
66.0,8712,0.0,3,0,1044,2,4,2,55993,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,58,58,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,6,1,0,0,0,0,0.0,0,0,0,1584,1.0,2,0,,0,1,58.0,0,1,4536.0,0,0,0,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
75.0,9750,243.0,4,0,1442,4,7,1,157900,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36,49,49,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,9,1,0,0,0,0,5471.999999999999,0,1,1,2884,1.5,3,0,,0,0,49.0,1,0,2709.0,0,1,275,,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
45.0,8248,0.0,4,0,1250,3,7,1,116000,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,35,88,56,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,9,0,0,0,0,0,0.0,1,1,1,1936,2.0,2,0,,1,0,51.0,0,1,2520.0,1,0,303,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
48.0,12137,442.0,5,0,1661,3,6,2,224900,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,35,12,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,9,0,1,0,0,0,0.0,0,1,1,3310,2.0,4,0,,0,0,12.0,1,0,5382.0,0,1,34,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
,11425,0.0,4,0,1008,2,4,1,137000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30,52,52,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,9,1,0,0,0,0,4374.0,0,1,1,2016,1.0,3,0,4.0,0,0,52.0,1,0,2475.0,0,1,120,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
,13265,148.0,5,0,1689,3,7,3,271000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,40,6,6,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,1,0,0,0,14616.0,0,1,1,3257,3.0,4,0,8.0,0,0,6.0,1,0,7713.0,0,1,209,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
80.0,8816,80.0,4,0,1052,3,6,2,155000,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,42,39,39,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,1,0,0,0,0,4536.0,0,1,1,2062,2.0,3,0,,0,0,39.0,0,1,3960.0,0,1,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
44.0,6371,128.0,5,0,1358,2,6,2,224000,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,35,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,12,0,1,0,0,0,8796.0,0,1,1,2716,3.0,4,0,4.0,0,0,0.0,1,0,4356.0,0,1,227,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
