LotFrontage,LotArea,MasVnrArea,HeatingQC,LowQualFinSF,GrLivArea,BedroomAbvGr,TotRmsAbvGrd,GarageCars,SalePrice,MSSubClass__30,MSSubClass__50,MSSubClass__60,MSSubClass__70,MSSubClass__80,MSSubClass__90,MSSubClass__120,MSSubClass__160,MSSubClass__Other,MSZoning__Other,MSZoning__RL,MSZoning__RM,LotShape__Other,LotShape__Reg,LandContour__NotLvl,LotConfig__CulDSac,LotConfig__Inside,LotConfig__Other,Neighborhood__Blueste,Neighborhood__BrDale,Neighborhood__BrkSide,Neighborhood__ClearCr,Neighborhood__CollgCr,Neighborhood__Crawfor,Neighborhood__Edwards,Neighborhood__Gilbert,Neighborhood__IDOTRR,Neighborhood__MeadowV,Neighborhood__Mitchel,Neighborhood__NAmes,Neighborhood__NPkVill,Neighborhood__NWAmes,Neighborhood__NoRidge,Neighborhood__NridgHt,Neighborhood__OldTown,Neighborhood__SWISU,Neighborhood__Sawyer,Neighborhood__SawyerW,Neighborhood__Somerst,Neighborhood__StoneBr,Neighborhood__Timber,Neighborhood__Veenker,Condition1__Feedr,Condition1__Norm,Condition1__Other,OverallQualCond,Age,Rem_Age,RoofStyle__Hip,RoofStyle__Other,RoofMatl__NotShingle,Exterior1st__CemntBd,Exterior1st__HdBoard,Exterior1st__MetalSd,Exterior1st__Other,Exterior1st__VinylSd,Exterior1st__Wood,Exterior2nd__BrkFace,Exterior2nd__CmentBd,Exterior2nd__HdBoard,Exterior2nd__MetalSd,Exterior2nd__Other,Exterior2nd__VinylSd,Exterior2nd__Wd Shng,Exterior2nd__Wood,MasVnrType__None,MasVnrType__Stone,ExterQualCond,Foundation__CBlock,Foundation__PConc,Foundation__Slab,Foundation__Stone,Foundation__Wood,Bsmt_Score,Heating__NotGasA,CentralAir_Bin,Electrical__SBrkr,TotalSF,TotalBath,KitchenScore,Functional__nonFunc,Fireplace_Score,GarageType__Detchd,GarageType__Other,Gar_Age,GarageFinish__RFn,GarageFinish__Unf,GarageScore,PavedDrive__P,PavedDrive__Y,Porch_Deck_SF,PoolScore,Shed,MoSold__2,MoSold__3,MoSold__4,MoSold__5,MoSold__6,MoSold__7,MoSold__8,MoSold__9,MoSold__10,MoSold__11,MoSold__12,YrSold__2007,YrSold__2008,YrSold__2009,YrSold__2010,SaleType__CWD,SaleType__Con,SaleType__ConLD,SaleType__ConLI,SaleType__ConLw,SaleType__New,SaleType__Oth,SaleType__WD,SaleCondition__AdjLand,SaleCondition__Alloca,SaleCondition__Family,SaleCondition__Normal,SaleCondition__Partial
34.0,3604,0.0,5,0,1392,2,5,2,0.3044841669485244,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,35,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,12,0,1,0,0,0,0.0,0,1,1,7.010907424134056,2.0,4,0,,1,0,1.0,0,1,600.0359249921086,0,1,102,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
81.0,12150,335.0,5,0,1795,4,7,1,0.3076857795405303,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,25,54,54,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0.0,0,0,0,7.50942665717475,2.0,3,0,,0,0,54.0,0,1,333.5275586831095,0,1,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
,14585,85.0,5,0,1429,3,7,2,0.29786311714319086,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36,47,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,9,1,0,0,0,0,7317.0,0,1,1,7.3434239323935975,1.5,4,0,8.0,0,0,47.0,0,1,625.4670682866007,0,1,326,,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
98.0,12704,306.0,5,0,2042,3,8,3,0.2881626446049202,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,40,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,15,0,1,0,0,0,0.0,0,1,1,8.153254529234385,2.5,5,0,4.0,0,0,0.0,1,0,1197.1120132145709,0,1,90,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
81.0,11841,104.0,3,0,816,3,5,0,0.3109053282379489,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30,17,17,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,1,0,0,0,0,9792.0,0,1,1,6.659645164952362,2.0,3,0,,0,0,,0,0,,0,1,32,,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
75.0,13500,0.0,4,0,2775,3,9,2,0.2810681686156096,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,90,115,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,25,0,0,0,0,0,0.0,0,1,1,8.119838848616869,3.5,4,0,4.0,1,0,20.0,0,1,1056.5485870104455,0,1,607,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
51.0,6120,0.0,5,0,1573,3,6,1,0.30733699165848954,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28,74,14,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,9,0,0,0,0,0,0.0,0,1,1,7.269070040554818,1.0,4,0,,1,0,74.0,0,1,338.7052983222921,0,1,174,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
88.0,11443,208.0,5,0,2028,2,7,3,0.2774543683259847,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,40,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,12,0,1,0,0,0,21900.000000000004,0,1,1,8.06511856526596,3.0,4,0,8.0,0,0,1.0,1,0,855.4746265709986,0,1,392,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
55.0,10267,0.0,5,0,838,2,5,1,0.3080389715693047,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42,90,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,12,0,0,0,0,0,9792.0,0,1,1,6.678188844436455,2.0,2,0,,1,0,47.0,0,0,372.0613708003902,0,0,112,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
74.0,8740,0.0,3,0,860,2,4,2,0.30642764484951346,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,30,27,27,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,9,1,0,0,0,0,6048.0,0,1,1,6.716470373236216,2.0,3,0,,1,0,13.0,0,1,590.4066574793975,0,1,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
65.0,25095,0.0,5,0,1473,1,5,1,0.305116993425134,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,40,41,6,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,9,1,0,0,0,0,11916.000000000002,0,1,1,7.547509620696383,3.0,5,0,8.0,0,0,41.0,0,1,528.1345945113345,0,1,108,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
50.0,9100,0.0,3,156,935,2,4,1,0.32356630325873625,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,78,48,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,9,0,0,0,0,0,0.0,0,1,0,6.563636069822582,1.0,3,0,,1,0,20.0,0,1,402.6207763237309,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
64.0,8320,0.0,5,0,1582,3,6,2,0.2972159151198383,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,35,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,12,0,1,0,0,0,5880.0,0,1,1,7.199741712782323,2.5,4,0,,0,0,4.0,1,0,583.9579909378842,0,1,45,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
97.0,13478,420.0,5,0,2296,3,10,3,0.27195118836712606,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,50,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,15,0,1,0,0,0,20070.0,0,1,1,8.12263927629602,3.5,5,0,4.0,0,0,1.0,1,0,828.3098552141579,0,1,656,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
60.0,6600,0.0,5,0,816,2,4,2,0.3062048684180247,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,40,26,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,12,0,1,0,0,0,9792.0,0,1,1,6.659645164952362,2.0,3,0,,1,0,23.0,0,0,809.5514091595729,0,1,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
,4435,170.0,5,0,848,1,4,2,0.305764595097024,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30,6,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,12,0,1,0,0,0,8219.999999999998,0,1,1,6.7131674608172105,2.0,4,0,,0,0,6.0,0,0,501.1804632180182,0,1,140,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
88.0,7990,0.0,3,0,924,3,5,1,0.3132281110830036,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30,33,33,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,9,1,0,0,0,0,0.0,0,1,1,6.835392128100236,1.0,3,0,,1,0,27.0,0,1,376.7440536437547,0,1,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
69.0,11302,238.0,5,0,1826,3,7,3,0.2815924015549856,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,40,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,12,0,1,0,0,0,17064.0,0,1,1,7.940251952211117,3.0,4,0,3.0,0,0,1.0,0,0,767.1706885715347,0,1,375,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
60.0,3600,0.0,5,0,1368,3,7,1,0.3119736644384496,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,42,96,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,9,1,0,0,0,0,0.0,0,0,0,6.989773530038326,1.0,3,0,,1,0,76.0,0,1,240.66689243376703,0,0,158,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
53.0,3922,72.0,5,0,1402,2,7,3,0.2959203648820933,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,35,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,12,0,1,0,0,0,0.0,0,1,1,7.397742437395919,2.0,4,0,4.0,0,0,1.0,0,0,684.5418338811724,0,1,136,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
80.0,12984,459.0,5,0,1647,3,7,2,0.29258635855841636,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30,29,29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,9,1,0,0,0,0,17160.0,0,1,1,7.642795788586853,3.0,4,0,3.0,0,0,29.0,0,0,663.7567074726521,0,1,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
24.0,1950,0.0,3,0,1556,3,6,2,0.3034605951783009,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36,28,28,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,12,1,0,0,0,0,8316.0,0,1,1,7.145543341473688,3.5,3,0,3.0,0,0,28.0,0,0,528.1345945113345,0,1,161,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
74.0,10927,280.0,5,0,1904,3,8,2,0.2858029654251688,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,40,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,12,0,1,0,0,0,6552.000000000001,0,1,1,7.577566158063047,3.5,5,0,4.0,0,0,3.0,0,0,750.891160407695,0,1,239,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
50.0,9000,0.0,3,0,1375,3,6,1,0.305547045561252,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36,70,57,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,12,0,1,0,0,0,0.0,0,1,1,7.063986112634891,1.5,4,0,4.0,1,0,28.0,0,1,603.2342271792012,1,0,288,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
80.0,10041,0.0,5,0,1915,3,8,2,0.29225216151719824,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,40,14,14,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,12,0,1,0,0,0,9468.0,0,1,1,7.496404823174137,3.5,4,0,3.0,0,0,14.0,0,0,572.6152248179296,0,1,270,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30.0,3182,0.0,5,0,1200,2,4,2,0.3034605951783009,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,35,6,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,12,0,1,0,0,0,0.0,0,1,1,6.79750396900154,2.5,4,0,,1,0,6.0,1,0,551.3480974412386,0,1,172,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
88.0,12803,99.0,5,0,1494,3,6,2,0.2921196506773403,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,35,6,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,12,0,1,0,0,0,11064.0,0,1,1,7.592461271901843,3.0,4,0,3.0,0,0,6.0,1,0,592.015152248611,0,1,228,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
85.0,13600,176.0,3,0,1986,3,7,2,0.2943232794416576,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,42,44,19,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,1,0,0,0,0,4086.0,0,1,1,7.455117230893221,2.5,3,0,6.0,0,0,44.0,0,1,556.2798435027744,0,1,231,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
82.0,12464,0.0,4,0,1040,3,6,2,0.3032603565207027,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,13,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,12,0,1,0,0,0,8784.0,0,1,1,7.010181845089503,2.0,4,0,,1,0,9.0,0,1,628.6215725577201,0,1,168,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
78.0,7800,0.0,5,0,2008,3,8,1,0.2915961248743189,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,40,58,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,12,1,0,0,0,0,7236.0,0,1,1,7.5440183656012385,4.0,5,0,,0,0,58.0,0,1,328.97496596522353,0,1,103,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
78.0,12168,0.0,3,0,3194,4,10,2,0.2782777347836606,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,48,73,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,9,0,1,0,0,0,5136.0,0,1,1,8.187631101141372,2.5,3,0,8.0,0,1,73.0,0,1,466.78983876703796,0,1,0,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
61.0,7943,192.0,4,0,1029,3,5,1,0.3109053282379489,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,20,46,46,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6,1,0,0,0,0,8127.0,0,1,1,6.994161796422787,2.0,3,0,,0,0,46.0,0,1,358.843542458432,0,1,103,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
,11050,204.0,5,0,2153,3,8,3,0.28212759468514576,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45,9,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,12,0,1,0,0,0,13560.0,0,1,1,7.916675973157521,3.5,5,0,10.0,0,0,9.0,0,0,750.891160407695,0,1,395,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
,10395,233.0,3,0,1032,3,6,2,0.3040701780786134,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,36,29,29,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,1,0,0,0,0,7260.000000000001,0,1,1,6.998541818481463,2.5,3,0,3.0,0,0,29.0,0,1,619.1420782698425,0,1,0,,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
,11885,108.0,5,0,1872,3,7,2,0.2872452334143584,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,40,8,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,12,0,1,0,0,0,11880.0,0,1,1,7.694899958566703,3.5,5,0,3.0,0,0,8.0,1,0,592.818853433658,0,1,282,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
70.0,8402,0.0,5,0,1120,3,6,0,0.3042763980389497,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,9,0,1,0,0,0,2472.0,0,1,1,7.123514429371299,1.0,3,0,,0,0,,0,0,,0,1,30,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
21.0,1491,0.0,5,0,630,1,3,0,0.32524101283757184,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,38,38,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,9,1,0,0,0,0,7560.0,0,1,1,6.319608460611442,2.0,3,0,,0,0,,0,0,,0,1,120,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
80.0,8800,156.0,5,0,1054,3,6,2,0.3063160338568736,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,42,47,47,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0,1,0,0,0,6867.0,0,1,1,6.943936477601503,2.0,4,0,,0,0,47.0,1,0,551.3480974412386,0,1,120,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
,7861,0.0,5,0,1509,3,7,2,0.2976510734053796,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,12,0,1,0,0,0,5484.0,0,1,1,7.159208623511261,3.5,4,0,4.0,0,0,4.0,0,0,478.0567699435342,0,1,175,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
59.0,7227,0.0,4,0,832,2,4,2,0.3145391827411316,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,54,54,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,9,1,0,0,0,0,0.0,0,1,1,6.6865669676012605,1.0,4,0,,1,0,46.0,0,1,590.4066574793975,0,1,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
90.0,11694,452.0,5,0,1828,3,9,3,0.2819646955198485,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,45,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,0,1,0,0,0,720.0,0,1,1,7.945241117067909,2.0,4,0,4.0,0,0,0.0,0,1,778.9382909404278,0,1,368,,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
85.0,12244,226.0,5,0,2262,4,10,3,0.2828590093781628,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,40,5,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,12,0,1,0,0,0,10452.0,0,1,1,7.991686268075284,3.5,4,0,8.0,0,0,5.0,0,0,760.5249338704252,0,1,168,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
45.0,8248,0.0,3,0,864,2,5,0,0.3291489846498303,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,94,58,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,9,0,0,0,0,0,369.00000000000006,0,0,0,6.7394554525349495,2.0,3,0,,0,0,,0,0,,0,0,100,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
